"State","Place.of.Death","COVID.19.Deaths","Date"
"District of Columbia","Healthcare setting, inpatient",15,2021-11-01
"District of Columbia","Healthcare setting, outpatient or emergency room",NA,2021-11-01
"District of Columbia","Healthcare setting, dead on arrival",0,2021-11-01
"District of Columbia","Decedent's home",NA,2021-11-01
"District of Columbia","Hospice facility",0,2021-11-01
"District of Columbia","Nursing home/long term care facility",0,2021-11-01
"District of Columbia","Other",0,2021-11-01
"District of Columbia","Place of death unknown",0,2021-11-01
"District of Columbia","Total - All Places of Death",63,2021-12-01
"District of Columbia","Healthcare setting, inpatient",54,2021-12-01
"District of Columbia","Healthcare setting, outpatient or emergency room",NA,2021-12-01
"District of Columbia","Healthcare setting, dead on arrival",0,2021-12-01
"District of Columbia","Decedent's home",NA,2021-12-01
"District of Columbia","Hospice facility",0,2021-12-01
"District of Columbia","Nursing home/long term care facility",NA,2021-12-01
"District of Columbia","Other",NA,2021-12-01
"District of Columbia","Place of death unknown",0,2021-12-01
"District of Columbia","Total - All Places of Death",194,2022-01-01
"District of Columbia","Healthcare setting, inpatient",148,2022-01-01
"District of Columbia","Healthcare setting, outpatient or emergency room",NA,2022-01-01
"District of Columbia","Healthcare setting, dead on arrival",0,2022-01-01
"District of Columbia","Decedent's home",20,2022-01-01
"District of Columbia","Hospice facility",NA,2022-01-01
"District of Columbia","Nursing home/long term care facility",10,2022-01-01
"District of Columbia","Other",NA,2022-01-01
"District of Columbia","Place of death unknown",0,2022-01-01
"District of Columbia","Total - All Places of Death",75,2022-02-01
"District of Columbia","Healthcare setting, inpatient",56,2022-02-01
"District of Columbia","Healthcare setting, outpatient or emergency room",NA,2022-02-01
"District of Columbia","Healthcare setting, dead on arrival",0,2022-02-01
"District of Columbia","Decedent's home",NA,2022-02-01
"District of Columbia","Hospice facility",NA,2022-02-01
"District of Columbia","Nursing home/long term care facility",NA,2022-02-01
"District of Columbia","Other",0,2022-02-01
"District of Columbia","Place of death unknown",0,2022-02-01
"District of Columbia","Total - All Places of Death",23,2022-03-01
"District of Columbia","Healthcare setting, inpatient",12,2022-03-01
"District of Columbia","Healthcare setting, outpatient or emergency room",NA,2022-03-01
"District of Columbia","Healthcare setting, dead on arrival",0,2022-03-01
"District of Columbia","Decedent's home",NA,2022-03-01
"District of Columbia","Hospice facility",0,2022-03-01
"District of Columbia","Nursing home/long term care facility",NA,2022-03-01
"District of Columbia","Other",NA,2022-03-01
"District of Columbia","Place of death unknown",0,2022-03-01
"District of Columbia","Total - All Places of Death",11,2022-04-01
"District of Columbia","Healthcare setting, inpatient",NA,2022-04-01
"District of Columbia","Healthcare setting, outpatient or emergency room",0,2022-04-01
"District of Columbia","Healthcare setting, dead on arrival",0,2022-04-01
"District of Columbia","Decedent's home",NA,2022-04-01
"District of Columbia","Hospice facility",0,2022-04-01
"District of Columbia","Nursing home/long term care facility",NA,2022-04-01
"District of Columbia","Other",0,2022-04-01
"District of Columbia","Place of death unknown",0,2022-04-01
"District of Columbia","Total - All Places of Death",16,2022-05-01
"District of Columbia","Healthcare setting, inpatient",13,2022-05-01
"District of Columbia","Healthcare setting, outpatient or emergency room",0,2022-05-01
"District of Columbia","Healthcare setting, dead on arrival",0,2022-05-01
"District of Columbia","Decedent's home",NA,2022-05-01
"District of Columbia","Hospice facility",0,2022-05-01
"District of Columbia","Nursing home/long term care facility",NA,2022-05-01
"District of Columbia","Other",0,2022-05-01
"District of Columbia","Place of death unknown",0,2022-05-01
"District of Columbia","Total - All Places of Death",15,2022-06-01
"District of Columbia","Healthcare setting, inpatient",10,2022-06-01
"District of Columbia","Healthcare setting, outpatient or emergency room",NA,2022-06-01
"District of Columbia","Healthcare setting, dead on arrival",0,2022-06-01
"District of Columbia","Decedent's home",NA,2022-06-01
"District of Columbia","Hospice facility",0,2022-06-01
"District of Columbia","Nursing home/long term care facility",0,2022-06-01
"District of Columbia","Other",NA,2022-06-01
"District of Columbia","Place of death unknown",0,2022-06-01
"District of Columbia","Total - All Places of Death",17,2022-07-01
"District of Columbia","Healthcare setting, inpatient",17,2022-07-01
"District of Columbia","Healthcare setting, outpatient or emergency room",0,2022-07-01
"District of Columbia","Healthcare setting, dead on arrival",0,2022-07-01
"District of Columbia","Decedent's home",0,2022-07-01
"District of Columbia","Hospice facility",0,2022-07-01
"District of Columbia","Nursing home/long term care facility",0,2022-07-01
"District of Columbia","Other",0,2022-07-01
"District of Columbia","Place of death unknown",0,2022-07-01
"District of Columbia","Total - All Places of Death",22,2022-08-01
"District of Columbia","Healthcare setting, inpatient",17,2022-08-01
"District of Columbia","Healthcare setting, outpatient or emergency room",0,2022-08-01
"District of Columbia","Healthcare setting, dead on arrival",0,2022-08-01
"District of Columbia","Decedent's home",NA,2022-08-01
"District of Columbia","Hospice facility",0,2022-08-01
"District of Columbia","Nursing home/long term care facility",NA,2022-08-01
"District of Columbia","Other",0,2022-08-01
"District of Columbia","Place of death unknown",0,2022-08-01
"District of Columbia","Total - All Places of Death",16,2022-09-01
"District of Columbia","Healthcare setting, inpatient",12,2022-09-01
"District of Columbia","Healthcare setting, outpatient or emergency room",NA,2022-09-01
"District of Columbia","Healthcare setting, dead on arrival",0,2022-09-01
"District of Columbia","Decedent's home",0,2022-09-01
"District of Columbia","Hospice facility",0,2022-09-01
"District of Columbia","Nursing home/long term care facility",NA,2022-09-01
"District of Columbia","Other",NA,2022-09-01
"District of Columbia","Place of death unknown",0,2022-09-01
"District of Columbia","Total - All Places of Death",NA,2022-10-01
"District of Columbia","Healthcare setting, inpatient",NA,2022-10-01
"District of Columbia","Healthcare setting, outpatient or emergency room",0,2022-10-01
"District of Columbia","Healthcare setting, dead on arrival",0,2022-10-01
"District of Columbia","Decedent's home",NA,2022-10-01
"District of Columbia","Hospice facility",0,2022-10-01
"District of Columbia","Nursing home/long term care facility",0,2022-10-01
"District of Columbia","Other",0,2022-10-01
"District of Columbia","Place of death unknown",0,2022-10-01
"District of Columbia","Total - All Places of Death",17,2022-11-01
"District of Columbia","Healthcare setting, inpatient",13,2022-11-01
"District of Columbia","Healthcare setting, outpatient or emergency room",0,2022-11-01
"District of Columbia","Healthcare setting, dead on arrival",0,2022-11-01
"District of Columbia","Decedent's home",NA,2022-11-01
"District of Columbia","Hospice facility",NA,2022-11-01
"District of Columbia","Nursing home/long term care facility",NA,2022-11-01
"District of Columbia","Other",0,2022-11-01
"District of Columbia","Place of death unknown",0,2022-11-01
"District of Columbia","Total - All Places of Death",31,2022-12-01
"District of Columbia","Healthcare setting, inpatient",21,2022-12-01
"District of Columbia","Healthcare setting, outpatient or emergency room",0,2022-12-01
"District of Columbia","Healthcare setting, dead on arrival",0,2022-12-01
"District of Columbia","Decedent's home",NA,2022-12-01
"District of Columbia","Hospice facility",NA,2022-12-01
"District of Columbia","Nursing home/long term care facility",NA,2022-12-01
"District of Columbia","Other",NA,2022-12-01
"District of Columbia","Place of death unknown",0,2022-12-01
"District of Columbia","Total - All Places of Death",20,2023-01-01
"District of Columbia","Healthcare setting, inpatient",15,2023-01-01
"District of Columbia","Healthcare setting, outpatient or emergency room",0,2023-01-01
"District of Columbia","Healthcare setting, dead on arrival",0,2023-01-01
"District of Columbia","Decedent's home",NA,2023-01-01
"District of Columbia","Hospice facility",0,2023-01-01
"District of Columbia","Nursing home/long term care facility",NA,2023-01-01
"District of Columbia","Other",NA,2023-01-01
"District of Columbia","Place of death unknown",0,2023-01-01
"District of Columbia","Total - All Places of Death",18,2023-02-01
"District of Columbia","Healthcare setting, inpatient",12,2023-02-01
"District of Columbia","Healthcare setting, outpatient or emergency room",NA,2023-02-01
"District of Columbia","Healthcare setting, dead on arrival",0,2023-02-01
"District of Columbia","Decedent's home",NA,2023-02-01
"District of Columbia","Hospice facility",NA,2023-02-01
"District of Columbia","Nursing home/long term care facility",NA,2023-02-01
"District of Columbia","Other",0,2023-02-01
"District of Columbia","Place of death unknown",0,2023-02-01
"District of Columbia","Total - All Places of Death",12,2023-03-01
"District of Columbia","Healthcare setting, inpatient",10,2023-03-01
"District of Columbia","Healthcare setting, outpatient or emergency room",0,2023-03-01
"District of Columbia","Healthcare setting, dead on arrival",0,2023-03-01
"District of Columbia","Decedent's home",0,2023-03-01
"District of Columbia","Hospice facility",NA,2023-03-01
"District of Columbia","Nursing home/long term care facility",NA,2023-03-01
"District of Columbia","Other",0,2023-03-01
"District of Columbia","Place of death unknown",0,2023-03-01
"District of Columbia","Total - All Places of Death",NA,2023-04-01
"District of Columbia","Healthcare setting, inpatient",NA,2023-04-01
"District of Columbia","Healthcare setting, outpatient or emergency room",0,2023-04-01
"District of Columbia","Healthcare setting, dead on arrival",0,2023-04-01
"District of Columbia","Decedent's home",0,2023-04-01
"District of Columbia","Hospice facility",0,2023-04-01
"District of Columbia","Nursing home/long term care facility",NA,2023-04-01
"District of Columbia","Other",0,2023-04-01
"District of Columbia","Place of death unknown",0,2023-04-01
"District of Columbia","Total - All Places of Death",NA,2023-05-01
"District of Columbia","Healthcare setting, inpatient",NA,2023-05-01
"District of Columbia","Healthcare setting, outpatient or emergency room",0,2023-05-01
"District of Columbia","Healthcare setting, dead on arrival",0,2023-05-01
"District of Columbia","Decedent's home",0,2023-05-01
"District of Columbia","Hospice facility",0,2023-05-01
"District of Columbia","Nursing home/long term care facility",0,2023-05-01
"District of Columbia","Other",0,2023-05-01
"District of Columbia","Place of death unknown",0,2023-05-01
"District of Columbia","Total - All Places of Death",NA,2023-06-01
"District of Columbia","Healthcare setting, inpatient",NA,2023-06-01
"District of Columbia","Healthcare setting, outpatient or emergency room",0,2023-06-01
"District of Columbia","Healthcare setting, dead on arrival",0,2023-06-01
"District of Columbia","Decedent's home",0,2023-06-01
"District of Columbia","Hospice facility",0,2023-06-01
"District of Columbia","Nursing home/long term care facility",0,2023-06-01
"District of Columbia","Other",0,2023-06-01
"District of Columbia","Place of death unknown",0,2023-06-01
"Florida","Total - All Places of Death",0,2020-01-01
"Florida","Healthcare setting, inpatient",0,2020-01-01
"Florida","Healthcare setting, outpatient or emergency room",0,2020-01-01
"Florida","Healthcare setting, dead on arrival",0,2020-01-01
"Florida","Decedent's home",0,2020-01-01
"Florida","Hospice facility",0,2020-01-01
"Florida","Nursing home/long term care facility",0,2020-01-01
"Florida","Other",0,2020-01-01
"Florida","Place of death unknown",0,2020-01-01
"Florida","Total - All Places of Death",0,2020-02-01
"Florida","Healthcare setting, inpatient",0,2020-02-01
"Florida","Healthcare setting, outpatient or emergency room",0,2020-02-01
"Florida","Healthcare setting, dead on arrival",0,2020-02-01
"Florida","Decedent's home",0,2020-02-01
"Florida","Hospice facility",0,2020-02-01
"Florida","Nursing home/long term care facility",0,2020-02-01
"Florida","Other",0,2020-02-01
"Florida","Place of death unknown",0,2020-02-01
"Florida","Total - All Places of Death",191,2020-03-01
"Florida","Healthcare setting, inpatient",162,2020-03-01
"Florida","Healthcare setting, outpatient or emergency room",NA,2020-03-01
"Florida","Healthcare setting, dead on arrival",NA,2020-03-01
"Florida","Decedent's home",12,2020-03-01
"Florida","Hospice facility",NA,2020-03-01
"Florida","Nursing home/long term care facility",0,2020-03-01
"Florida","Other",NA,2020-03-01
"Florida","Place of death unknown",0,2020-03-01
"Florida","Total - All Places of Death",NA,2020-04-01
"Florida","Healthcare setting, inpatient",986,2020-04-01
"Florida","Healthcare setting, outpatient or emergency room",38,2020-04-01
"Florida","Healthcare setting, dead on arrival",NA,2020-04-01
"Florida","Decedent's home",50,2020-04-01
"Florida","Hospice facility",128,2020-04-01
"Florida","Nursing home/long term care facility",54,2020-04-01
"Florida","Other",54,2020-04-01
"Florida","Place of death unknown",0,2020-04-01
"Florida","Total - All Places of Death",NA,2020-05-01
"Florida","Healthcare setting, inpatient",755,2020-05-01
"Florida","Healthcare setting, outpatient or emergency room",32,2020-05-01
"Florida","Healthcare setting, dead on arrival",0,2020-05-01
"Florida","Decedent's home",27,2020-05-01
"Florida","Hospice facility",191,2020-05-01
"Florida","Nursing home/long term care facility",82,2020-05-01
"Florida","Other",44,2020-05-01
"Florida","Place of death unknown",0,2020-05-01
"Florida","Total - All Places of Death",NA,2020-06-01
"Florida","Healthcare setting, inpatient",704,2020-06-01
"Florida","Healthcare setting, outpatient or emergency room",47,2020-06-01
"Florida","Healthcare setting, dead on arrival",NA,2020-06-01
"Florida","Decedent's home",36,2020-06-01
"Florida","Hospice facility",175,2020-06-01
"Florida","Nursing home/long term care facility",76,2020-06-01
"Florida","Other",44,2020-06-01
"Florida","Place of death unknown",0,2020-06-01
"Florida","Total - All Places of Death",NA,2020-07-01
"Florida","Healthcare setting, inpatient",NA,2020-07-01
"Florida","Healthcare setting, outpatient or emergency room",211,2020-07-01
"Florida","Healthcare setting, dead on arrival",NA,2020-07-01
"Florida","Decedent's home",245,2020-07-01
"Florida","Hospice facility",520,2020-07-01
"Florida","Nursing home/long term care facility",259,2020-07-01
"Florida","Other",183,2020-07-01
"Florida","Place of death unknown",0,2020-07-01
"Florida","Total - All Places of Death",NA,2020-08-01
"Florida","Healthcare setting, inpatient",NA,2020-08-01
"Florida","Healthcare setting, outpatient or emergency room",139,2020-08-01
"Florida","Healthcare setting, dead on arrival",0,2020-08-01
"Florida","Decedent's home",152,2020-08-01
"Florida","Hospice facility",623,2020-08-01
"Florida","Nursing home/long term care facility",337,2020-08-01
"Florida","Other",160,2020-08-01
"Florida","Place of death unknown",0,2020-08-01
"Florida","Total - All Places of Death",NA,2020-09-01
"Florida","Healthcare setting, inpatient",NA,2020-09-01
"Florida","Healthcare setting, outpatient or emergency room",50,2020-09-01
"Florida","Healthcare setting, dead on arrival",0,2020-09-01
"Florida","Decedent's home",75,2020-09-01
"Florida","Hospice facility",326,2020-09-01
"Florida","Nursing home/long term care facility",182,2020-09-01
"Florida","Other",63,2020-09-01
"Florida","Place of death unknown",0,2020-09-01
"Florida","Total - All Places of Death",NA,2020-10-01
"Florida","Healthcare setting, inpatient",944,2020-10-01
"Florida","Healthcare setting, outpatient or emergency room",43,2020-10-01
"Florida","Healthcare setting, dead on arrival",0,2020-10-01
"Florida","Decedent's home",64,2020-10-01
"Florida","Hospice facility",227,2020-10-01
"Florida","Nursing home/long term care facility",79,2020-10-01
"Florida","Other",53,2020-10-01
"Florida","Place of death unknown",0,2020-10-01
"Florida","Total - All Places of Death",NA,2020-11-01
"Florida","Healthcare setting, inpatient",NA,2020-11-01
"Florida","Healthcare setting, outpatient or emergency room",61,2020-11-01
"Florida","Healthcare setting, dead on arrival",0,2020-11-01
"Florida","Decedent's home",81,2020-11-01
"Florida","Hospice facility",207,2020-11-01
"Florida","Nursing home/long term care facility",112,2020-11-01
"Florida","Other",68,2020-11-01
"Florida","Place of death unknown",0,2020-11-01
"Florida","Total - All Places of Death",NA,2020-12-01
"Florida","Healthcare setting, inpatient",NA,2020-12-01
"Florida","Healthcare setting, outpatient or emergency room",102,2020-12-01
"Florida","Healthcare setting, dead on arrival",NA,2020-12-01
"Florida","Decedent's home",147,2020-12-01
"Florida","Hospice facility",319,2020-12-01
"Florida","Nursing home/long term care facility",175,2020-12-01
"Florida","Other",128,2020-12-01
"Florida","Place of death unknown",0,2020-12-01
"Florida","Total - All Places of Death",NA,2021-01-01
"Florida","Healthcare setting, inpatient",NA,2021-01-01
"Florida","Healthcare setting, outpatient or emergency room",151,2021-01-01
"Florida","Healthcare setting, dead on arrival",NA,2021-01-01
"Florida","Decedent's home",254,2021-01-01
"Florida","Hospice facility",565,2021-01-01
"Florida","Nursing home/long term care facility",291,2021-01-01
"Florida","Other",212,2021-01-01
"Florida","Place of death unknown",0,2021-01-01
"Florida","Total - All Places of Death",NA,2021-02-01
"Florida","Healthcare setting, inpatient",NA,2021-02-01
"Florida","Healthcare setting, outpatient or emergency room",82,2021-02-01
"Florida","Healthcare setting, dead on arrival",0,2021-02-01
"Florida","Decedent's home",166,2021-02-01
"Florida","Hospice facility",448,2021-02-01
"Florida","Nursing home/long term care facility",159,2021-02-01
"Florida","Other",130,2021-02-01
"Florida","Place of death unknown",0,2021-02-01
"Florida","Total - All Places of Death",NA,2021-03-01
"Florida","Healthcare setting, inpatient",NA,2021-03-01
"Florida","Healthcare setting, outpatient or emergency room",57,2021-03-01
"Florida","Healthcare setting, dead on arrival",NA,2021-03-01
"Florida","Decedent's home",133,2021-03-01
"Florida","Hospice facility",178,2021-03-01
"Florida","Nursing home/long term care facility",82,2021-03-01
"Florida","Other",69,2021-03-01
"Florida","Place of death unknown",0,2021-03-01
"Florida","Total - All Places of Death",NA,2021-04-01
"Florida","Healthcare setting, inpatient",NA,2021-04-01
"Florida","Healthcare setting, outpatient or emergency room",53,2021-04-01
"Florida","Healthcare setting, dead on arrival",NA,2021-04-01
"Florida","Decedent's home",119,2021-04-01
"Florida","Hospice facility",132,2021-04-01
"Florida","Nursing home/long term care facility",38,2021-04-01
"Florida","Other",49,2021-04-01
"Florida","Place of death unknown",0,2021-04-01
"Florida","Total - All Places of Death",NA,2021-05-01
"Florida","Healthcare setting, inpatient",982,2021-05-01
"Florida","Healthcare setting, outpatient or emergency room",30,2021-05-01
"Florida","Healthcare setting, dead on arrival",NA,2021-05-01
"Florida","Decedent's home",77,2021-05-01
"Florida","Hospice facility",141,2021-05-01
"Florida","Nursing home/long term care facility",44,2021-05-01
"Florida","Other",51,2021-05-01
"Florida","Place of death unknown",0,2021-05-01
"Florida","Total - All Places of Death",834,2021-06-01
"Florida","Healthcare setting, inpatient",631,2021-06-01
"Florida","Healthcare setting, outpatient or emergency room",22,2021-06-01
"Florida","Healthcare setting, dead on arrival",NA,2021-06-01
"Florida","Decedent's home",43,2021-06-01
"Florida","Hospice facility",87,2021-06-01
"Florida","Nursing home/long term care facility",25,2021-06-01
"Florida","Other",25,2021-06-01
"Florida","Place of death unknown",0,2021-06-01
"Florida","Total - All Places of Death",NA,2021-07-01
"Florida","Healthcare setting, inpatient",NA,2021-07-01
"Florida","Healthcare setting, outpatient or emergency room",95,2021-07-01
"Florida","Healthcare setting, dead on arrival",NA,2021-07-01
"Florida","Decedent's home",183,2021-07-01
"Florida","Hospice facility",157,2021-07-01
"Florida","Nursing home/long term care facility",58,2021-07-01
"Florida","Other",80,2021-07-01
"Florida","Place of death unknown",0,2021-07-01
"Florida","Total - All Places of Death",NA,2021-08-01
"Florida","Healthcare setting, inpatient",NA,2021-08-01
"Florida","Healthcare setting, outpatient or emergency room",429,2021-08-01
"Florida","Healthcare setting, dead on arrival",NA,2021-08-01
"Florida","Decedent's home",788,2021-08-01
"Florida","Hospice facility",765,2021-08-01
"Florida","Nursing home/long term care facility",241,2021-08-01
"Florida","Other",359,2021-08-01
"Florida","Place of death unknown",0,2021-08-01
"Florida","Total - All Places of Death",NA,2021-09-01
"Florida","Healthcare setting, inpatient",NA,2021-09-01
"Florida","Healthcare setting, outpatient or emergency room",222,2021-09-01
"Florida","Healthcare setting, dead on arrival",NA,2021-09-01
"Florida","Decedent's home",466,2021-09-01
"Florida","Hospice facility",650,2021-09-01
"Florida","Nursing home/long term care facility",235,2021-09-01
"Florida","Other",298,2021-09-01
"Florida","Place of death unknown",0,2021-09-01
"Florida","Total - All Places of Death",NA,2021-10-01
"Florida","Healthcare setting, inpatient",NA,2021-10-01
"Florida","Healthcare setting, outpatient or emergency room",67,2021-10-01
"Florida","Healthcare setting, dead on arrival",0,2021-10-01
"Florida","Decedent's home",158,2021-10-01
"Florida","Hospice facility",296,2021-10-01
"Florida","Nursing home/long term care facility",94,2021-10-01
"Florida","Other",98,2021-10-01
"Florida","Place of death unknown",0,2021-10-01
"Florida","Total - All Places of Death",889,2021-11-01
"Florida","Healthcare setting, inpatient",619,2021-11-01
"Florida","Healthcare setting, outpatient or emergency room",25,2021-11-01
"Florida","Healthcare setting, dead on arrival",NA,2021-11-01
"Florida","Decedent's home",66,2021-11-01
"Florida","Hospice facility",112,2021-11-01
"Florida","Nursing home/long term care facility",34,2021-11-01
"Florida","Other",32,2021-11-01
"Florida","Place of death unknown",0,2021-11-01
"Florida","Total - All Places of Death",863,2021-12-01
"Florida","Healthcare setting, inpatient",569,2021-12-01
"Florida","Healthcare setting, outpatient or emergency room",39,2021-12-01
"Florida","Healthcare setting, dead on arrival",0,2021-12-01
"Florida","Decedent's home",91,2021-12-01
"Florida","Hospice facility",96,2021-12-01
"Florida","Nursing home/long term care facility",27,2021-12-01
"Florida","Other",41,2021-12-01
"Florida","Place of death unknown",0,2021-12-01
"Florida","Total - All Places of Death",NA,2022-01-01
"Florida","Healthcare setting, inpatient",NA,2022-01-01
"Florida","Healthcare setting, outpatient or emergency room",199,2022-01-01
"Florida","Healthcare setting, dead on arrival",NA,2022-01-01
"Florida","Decedent's home",412,2022-01-01
"Florida","Hospice facility",540,2022-01-01
"Florida","Nursing home/long term care facility",204,2022-01-01
"Florida","Other",188,2022-01-01
"Florida","Place of death unknown",0,2022-01-01
"Florida","Total - All Places of Death",NA,2022-02-01
"Florida","Healthcare setting, inpatient",NA,2022-02-01
"Florida","Healthcare setting, outpatient or emergency room",91,2022-02-01
"Florida","Healthcare setting, dead on arrival",0,2022-02-01
"Florida","Decedent's home",347,2022-02-01
"Florida","Hospice facility",554,2022-02-01
"Florida","Nursing home/long term care facility",203,2022-02-01
"Florida","Other",139,2022-02-01
"Florida","Place of death unknown",0,2022-02-01
"Florida","Total - All Places of Death",NA,2022-03-01
"Florida","Healthcare setting, inpatient",593,2022-03-01
"Florida","Healthcare setting, outpatient or emergency room",17,2022-03-01
"Florida","Healthcare setting, dead on arrival",NA,2022-03-01
"Florida","Decedent's home",139,2022-03-01
"Florida","Hospice facility",195,2022-03-01
"Florida","Nursing home/long term care facility",102,2022-03-01
"Florida","Other",64,2022-03-01
"Florida","Place of death unknown",0,2022-03-01
"Florida","Total - All Places of Death",456,2022-04-01
"Florida","Healthcare setting, inpatient",175,2022-04-01
"Florida","Healthcare setting, outpatient or emergency room",13,2022-04-01
"Florida","Healthcare setting, dead on arrival",0,2022-04-01
"Florida","Decedent's home",79,2022-04-01
"Florida","Hospice facility",99,2022-04-01
"Florida","Nursing home/long term care facility",53,2022-04-01
"Florida","Other",37,2022-04-01
"Florida","Place of death unknown",0,2022-04-01
"Florida","Total - All Places of Death",536,2022-05-01
"Florida","Healthcare setting, inpatient",233,2022-05-01
"Florida","Healthcare setting, outpatient or emergency room",21,2022-05-01
"Florida","Healthcare setting, dead on arrival",0,2022-05-01
"Florida","Decedent's home",82,2022-05-01
"Florida","Hospice facility",104,2022-05-01
"Florida","Nursing home/long term care facility",49,2022-05-01
"Florida","Other",47,2022-05-01
"Florida","Place of death unknown",0,2022-05-01
"Florida","Total - All Places of Death",NA,2022-06-01
"Florida","Healthcare setting, inpatient",458,2022-06-01
"Florida","Healthcare setting, outpatient or emergency room",43,2022-06-01
"Florida","Healthcare setting, dead on arrival",NA,2022-06-01
"Florida","Decedent's home",121,2022-06-01
"Florida","Hospice facility",246,2022-06-01
"Florida","Nursing home/long term care facility",87,2022-06-01
"Florida","Other",60,2022-06-01
"Florida","Place of death unknown",0,2022-06-01
"Florida","Total - All Places of Death",NA,2022-07-01
"Florida","Healthcare setting, inpatient",645,2022-07-01
"Florida","Healthcare setting, outpatient or emergency room",61,2022-07-01
"Florida","Healthcare setting, dead on arrival",0,2022-07-01
"Florida","Decedent's home",182,2022-07-01
"Florida","Hospice facility",335,2022-07-01
"Florida","Nursing home/long term care facility",144,2022-07-01
"Florida","Other",88,2022-07-01
"Florida","Place of death unknown",0,2022-07-01
"Florida","Total - All Places of Death",NA,2022-08-01
"Florida","Healthcare setting, inpatient",664,2022-08-01
"Florida","Healthcare setting, outpatient or emergency room",38,2022-08-01
"Florida","Healthcare setting, dead on arrival",0,2022-08-01
"Florida","Decedent's home",201,2022-08-01
"Florida","Hospice facility",379,2022-08-01
"Florida","Nursing home/long term care facility",131,2022-08-01
"Florida","Other",65,2022-08-01
"Florida","Place of death unknown",0,2022-08-01
"Florida","Total - All Places of Death",950,2022-09-01
"Florida","Healthcare setting, inpatient",382,2022-09-01
"Florida","Healthcare setting, outpatient or emergency room",26,2022-09-01
"Florida","Healthcare setting, dead on arrival",NA,2022-09-01
"Florida","Decedent's home",146,2022-09-01
"Florida","Hospice facility",252,2022-09-01
"Florida","Nursing home/long term care facility",83,2022-09-01
"Florida","Other",59,2022-09-01
"Florida","Place of death unknown",0,2022-09-01
"Florida","Total - All Places of Death",631,2022-10-01
"Florida","Healthcare setting, inpatient",238,2022-10-01
"Florida","Healthcare setting, outpatient or emergency room",14,2022-10-01
"Florida","Healthcare setting, dead on arrival",0,2022-10-01
"Florida","Decedent's home",106,2022-10-01
"Florida","Hospice facility",156,2022-10-01
"Florida","Nursing home/long term care facility",75,2022-10-01
"Florida","Other",42,2022-10-01
"Florida","Place of death unknown",0,2022-10-01
"Florida","Total - All Places of Death",494,2022-11-01
"Florida","Healthcare setting, inpatient",226,2022-11-01
"Florida","Healthcare setting, outpatient or emergency room",14,2022-11-01
"Florida","Healthcare setting, dead on arrival",NA,2022-11-01
"Florida","Decedent's home",65,2022-11-01
"Florida","Hospice facility",107,2022-11-01
"Florida","Nursing home/long term care facility",60,2022-11-01
"Florida","Other",21,2022-11-01
"Florida","Place of death unknown",0,2022-11-01
"Florida","Total - All Places of Death",699,2022-12-01
"Florida","Healthcare setting, inpatient",346,2022-12-01
"Florida","Healthcare setting, outpatient or emergency room",15,2022-12-01
"Florida","Healthcare setting, dead on arrival",0,2022-12-01
"Florida","Decedent's home",90,2022-12-01
"Florida","Hospice facility",147,2022-12-01
"Florida","Nursing home/long term care facility",53,2022-12-01
"Florida","Other",48,2022-12-01
"Florida","Place of death unknown",0,2022-12-01
"Florida","Total - All Places of Death",990,2023-01-01
"Florida","Healthcare setting, inpatient",464,2023-01-01
"Florida","Healthcare setting, outpatient or emergency room",40,2023-01-01
"Florida","Healthcare setting, dead on arrival",0,2023-01-01
"Florida","Decedent's home",105,2023-01-01
"Florida","Hospice facility",246,2023-01-01
"Florida","Nursing home/long term care facility",75,2023-01-01
"Florida","Other",60,2023-01-01
"Florida","Place of death unknown",0,2023-01-01
"Florida","Total - All Places of Death",664,2023-02-01
"Florida","Healthcare setting, inpatient",286,2023-02-01
"Florida","Healthcare setting, outpatient or emergency room",22,2023-02-01
"Florida","Healthcare setting, dead on arrival",0,2023-02-01
"Florida","Decedent's home",82,2023-02-01
"Florida","Hospice facility",168,2023-02-01
"Florida","Nursing home/long term care facility",57,2023-02-01
"Florida","Other",49,2023-02-01
"Florida","Place of death unknown",0,2023-02-01
"Florida","Total - All Places of Death",459,2023-03-01
"Florida","Healthcare setting, inpatient",199,2023-03-01
"Florida","Healthcare setting, outpatient or emergency room",12,2023-03-01
"Florida","Healthcare setting, dead on arrival",0,2023-03-01
"Florida","Decedent's home",68,2023-03-01
"Florida","Hospice facility",104,2023-03-01
"Florida","Nursing home/long term care facility",49,2023-03-01
"Florida","Other",27,2023-03-01
"Florida","Place of death unknown",0,2023-03-01
"Florida","Total - All Places of Death",350,2023-04-01
"Florida","Healthcare setting, inpatient",153,2023-04-01
"Florida","Healthcare setting, outpatient or emergency room",NA,2023-04-01
"Florida","Healthcare setting, dead on arrival",0,2023-04-01
"Florida","Decedent's home",36,2023-04-01
"Florida","Hospice facility",95,2023-04-01
"Florida","Nursing home/long term care facility",35,2023-04-01
"Florida","Other",24,2023-04-01
"Florida","Place of death unknown",0,2023-04-01
"Florida","Total - All Places of Death",289,2023-05-01
"Florida","Healthcare setting, inpatient",130,2023-05-01
"Florida","Healthcare setting, outpatient or emergency room",10,2023-05-01
"Florida","Healthcare setting, dead on arrival",0,2023-05-01
"Florida","Decedent's home",39,2023-05-01
"Florida","Hospice facility",63,2023-05-01
"Florida","Nursing home/long term care facility",24,2023-05-01
"Florida","Other",23,2023-05-01
