"State","Place.of.Death","COVID.19.Deaths","Date"
"Idaho","Total - All Places of Death",129,"2020-07-01"
"Idaho","Total - All Places of Death",180,"2020-08-01"
"Idaho","Total - All Places of Death",113,"2020-09-01"
"Idaho","Total - All Places of Death",185,"2020-10-01"
"Idaho","Total - All Places of Death",387,"2020-11-01"
"Idaho","Total - All Places of Death",449,"2020-12-01"
"Idaho","Total - All Places of Death",264,"2021-01-01"
"Idaho","Total - All Places of Death",112,"2021-02-01"
"Idaho","Total - All Places of Death",78,"2021-03-01"
"Idaho","Total - All Places of Death",85,"2021-04-01"
"Idaho","Total - All Places of Death",70,"2021-05-01"
"Idaho","Total - All Places of Death",53,"2021-06-01"
"Idaho","Total - All Places of Death",59,"2021-07-01"
"Idaho","Total - All Places of Death",227,"2021-08-01"
"Idaho","Total - All Places of Death",638,"2021-09-01"
"Idaho","Total - All Places of Death",655,"2021-10-01"
"Idaho","Total - All Places of Death",324,"2021-11-01"
"Idaho","Total - All Places of Death",220,"2021-12-01"
"Idaho","Total - All Places of Death",273,"2022-01-01"
"Idaho","Total - All Places of Death",300,"2022-02-01"
"Idaho","Total - All Places of Death",78,"2022-03-01"
"Idaho","Total - All Places of Death",20,"2022-04-01"
"Idaho","Total - All Places of Death",12,"2022-05-01"
"Idaho","Total - All Places of Death",51,"2022-06-01"
"Idaho","Total - All Places of Death",73,"2022-07-01"
"Idaho","Total - All Places of Death",78,"2022-08-01"
"Idaho","Total - All Places of Death",57,"2022-09-01"
"Idaho","Total - All Places of Death",42,"2022-10-01"
"Idaho","Total - All Places of Death",47,"2022-11-01"
"Idaho","Total - All Places of Death",53,"2022-12-01"
"Idaho","Total - All Places of Death",41,"2023-01-01"
"Idaho","Total - All Places of Death",28,"2023-02-01"
"Idaho","Total - All Places of Death",54,"2023-03-01"
"Idaho","Total - All Places of Death",20,"2023-04-01"
"Idaho","Total - All Places of Death",NA,"2023-05-01"
"Idaho","Total - All Places of Death",NA,"2023-06-01"
"Illinois","Total - All Places of Death",0,"2020-01-01"
"Illinois","Total - All Places of Death",0,"2020-02-01"
"Illinois","Total - All Places of Death",193,"2020-03-01"
"Illinois","Total - All Places of Death",NA,"2020-04-01"
"Illinois","Total - All Places of Death",NA,"2020-05-01"
"Illinois","Total - All Places of Death",NA,"2020-06-01"
"Illinois","Total - All Places of Death",443,"2020-07-01"
"Illinois","Total - All Places of Death",491,"2020-08-01"
"Illinois","Total - All Places of Death",552,"2020-09-01"
"Illinois","Total - All Places of Death",NA,"2020-10-01"
"Illinois","Total - All Places of Death",NA,"2020-11-01"
"Illinois","Total - All Places of Death",NA,"2020-12-01"
"Illinois","Total - All Places of Death",NA,"2021-01-01"
"Illinois","Total - All Places of Death",NA,"2021-02-01"
"Illinois","Total - All Places of Death",554,"2021-03-01"
"Illinois","Total - All Places of Death",738,"2021-04-01"
"Illinois","Total - All Places of Death",766,"2021-05-01"
"Illinois","Total - All Places of Death",341,"2021-06-01"
"Illinois","Total - All Places of Death",234,"2021-07-01"
"Illinois","Total - All Places of Death",740,"2021-08-01"
"Illinois","Total - All Places of Death",NA,"2021-09-01"
"Illinois","Total - All Places of Death",885,"2021-10-01"
"Illinois","Total - All Places of Death",862,"2021-11-01"
"Illinois","Total - All Places of Death",NA,"2021-12-01"
"Illinois","Total - All Places of Death",NA,"2022-01-01"
"Illinois","Total - All Places of Death",NA,"2022-02-01"
"Illinois","Total - All Places of Death",385,"2022-03-01"
"Illinois","Total - All Places of Death",174,"2022-04-01"
"Illinois","Total - All Places of Death",272,"2022-05-01"
"Illinois","Total - All Places of Death",322,"2022-06-01"
"Illinois","Total - All Places of Death",380,"2022-07-01"
"Illinois","Total - All Places of Death",405,"2022-08-01"
"Illinois","Total - All Places of Death",345,"2022-09-01"
"Illinois","Total - All Places of Death",312,"2022-10-01"
"Illinois","Total - All Places of Death",312,"2022-11-01"
"Illinois","Total - All Places of Death",474,"2022-12-01"
"Illinois","Total - All Places of Death",432,"2023-01-01"
"Illinois","Total - All Places of Death",243,"2023-02-01"
"Illinois","Total - All Places of Death",265,"2023-03-01"
"Illinois","Total - All Places of Death",188,"2023-04-01"
"Illinois","Total - All Places of Death",91,"2023-05-01"
"Illinois","Total - All Places of Death",39,"2023-06-01"
"Indiana","Total - All Places of Death",0,"2020-01-01"
"Indiana","Total - All Places of Death",0,"2020-02-01"
"Indiana","Total - All Places of Death",126,"2020-03-01"
"Indiana","Total - All Places of Death",NA,"2020-04-01"
"Indiana","Total - All Places of Death",961,"2020-05-01"
"Indiana","Total - All Places of Death",471,"2020-06-01"
"Indiana","Total - All Places of Death",333,"2020-07-01"
"Indiana","Total - All Places of Death",389,"2020-08-01"
"Indiana","Total - All Places of Death",419,"2020-09-01"
"Indiana","Total - All Places of Death",887,"2020-10-01"
"Indiana","Total - All Places of Death",NA,"2020-11-01"
"Indiana","Total - All Places of Death",NA,"2020-12-01"
"Indiana","Total - All Places of Death",NA,"2021-01-01"
"Indiana","Total - All Places of Death",748,"2021-02-01"
"Indiana","Total - All Places of Death",325,"2021-03-01"
"Indiana","Total - All Places of Death",291,"2021-04-01"
"Indiana","Total - All Places of Death",362,"2021-05-01"
"Indiana","Total - All Places of Death",211,"2021-06-01"
"Indiana","Total - All Places of Death",171,"2021-07-01"
"Indiana","Total - All Places of Death",653,"2021-08-01"
"Indiana","Total - All Places of Death",NA,"2021-09-01"
"Indiana","Total - All Places of Death",NA,"2021-10-01"
"Indiana","Total - All Places of Death",935,"2021-11-01"
"Indiana","Total - All Places of Death",NA,"2021-12-01"
"Indiana","Total - All Places of Death",NA,"2022-01-01"
"Indiana","Total - All Places of Death",NA,"2022-02-01"
"Indiana","Total - All Places of Death",392,"2022-03-01"
"Indiana","Total - All Places of Death",136,"2022-04-01"
"Indiana","Total - All Places of Death",144,"2022-05-01"
"Indiana","Total - All Places of Death",191,"2022-06-01"
"Indiana","Total - All Places of Death",254,"2022-07-01"
"Indiana","Total - All Places of Death",331,"2022-08-01"
"Indiana","Total - All Places of Death",252,"2022-09-01"
"Indiana","Total - All Places of Death",215,"2022-10-01"
"Indiana","Total - All Places of Death",229,"2022-11-01"
"Indiana","Total - All Places of Death",393,"2022-12-01"
"Indiana","Total - All Places of Death",275,"2023-01-01"
"Indiana","Total - All Places of Death",166,"2023-02-01"
"Indiana","Total - All Places of Death",176,"2023-03-01"
"Indiana","Total - All Places of Death",106,"2023-04-01"
"Indiana","Total - All Places of Death",67,"2023-05-01"
"Indiana","Total - All Places of Death",31,"2023-06-01"
"Iowa","Total - All Places of Death",0,"2020-01-01"
"Iowa","Total - All Places of Death",0,"2020-02-01"
"Iowa","Total - All Places of Death",10,"2020-03-01"
"Iowa","Total - All Places of Death",171,"2020-04-01"
"Iowa","Total - All Places of Death",416,"2020-05-01"
"Iowa","Total - All Places of Death",159,"2020-06-01"
"Iowa","Total - All Places of Death",174,"2020-07-01"
"Iowa","Total - All Places of Death",273,"2020-08-01"
"Iowa","Total - All Places of Death",250,"2020-09-01"
"Iowa","Total - All Places of Death",523,"2020-10-01"
"Iowa","Total - All Places of Death",NA,"2020-11-01"
"Iowa","Total - All Places of Death",NA,"2020-12-01"
"Iowa","Total - All Places of Death",706,"2021-01-01"
"Iowa","Total - All Places of Death",273,"2021-02-01"
"Iowa","Total - All Places of Death",157,"2021-03-01"
"Iowa","Total - All Places of Death",115,"2021-04-01"
"Iowa","Total - All Places of Death",101,"2021-05-01"
"Iowa","Total - All Places of Death",47,"2021-06-01"
"Iowa","Total - All Places of Death",62,"2021-07-01"
"Iowa","Total - All Places of Death",189,"2021-08-01"
"Iowa","Total - All Places of Death",388,"2021-09-01"
"Iowa","Total - All Places of Death",471,"2021-10-01"
"Iowa","Total - All Places of Death",424,"2021-11-01"
"Iowa","Total - All Places of Death",593,"2021-12-01"
"Iowa","Total - All Places of Death",698,"2022-01-01"
"Iowa","Total - All Places of Death",423,"2022-02-01"
"Iowa","Total - All Places of Death",121,"2022-03-01"
"Iowa","Total - All Places of Death",47,"2022-04-01"
"Iowa","Total - All Places of Death",71,"2022-05-01"
"Iowa","Total - All Places of Death",84,"2022-06-01"
"Iowa","Total - All Places of Death",136,"2022-07-01"
"Iowa","Total - All Places of Death",154,"2022-08-01"
"Iowa","Total - All Places of Death",125,"2022-09-01"
"Iowa","Total - All Places of Death",104,"2022-10-01"
"Iowa","Total - All Places of Death",87,"2022-11-01"
"Iowa","Total - All Places of Death",192,"2022-12-01"
"Iowa","Total - All Places of Death",113,"2023-01-01"
"Iowa","Total - All Places of Death",92,"2023-02-01"
"Iowa","Total - All Places of Death",93,"2023-03-01"
"Iowa","Total - All Places of Death",76,"2023-04-01"
"Iowa","Total - All Places of Death",34,"2023-05-01"
"Iowa","Total - All Places of Death",16,"2023-06-01"
"Kansas","Total - All Places of Death",NA,"2020-01-01"
"Kansas","Total - All Places of Death",0,"2020-02-01"
"Kansas","Total - All Places of Death",14,"2020-03-01"
"Kansas","Total - All Places of Death",129,"2020-04-01"
"Kansas","Total - All Places of Death",101,"2020-05-01"
"Kansas","Total - All Places of Death",66,"2020-06-01"
"Kansas","Total - All Places of Death",115,"2020-07-01"
"Kansas","Total - All Places of Death",184,"2020-08-01"
"Kansas","Total - All Places of Death",231,"2020-09-01"
"Kansas","Total - All Places of Death",421,"2020-10-01"
"Kansas","Total - All Places of Death",909,"2020-11-01"
"Kansas","Total - All Places of Death",NA,"2020-12-01"
"Kansas","Total - All Places of Death",920,"2021-01-01"
"Kansas","Total - All Places of Death",284,"2021-02-01"
"Kansas","Total - All Places of Death",127,"2021-03-01"
"Kansas","Total - All Places of Death",79,"2021-04-01"
"Kansas","Total - All Places of Death",84,"2021-05-01"
"Kansas","Total - All Places of Death",54,"2021-06-01"
"Kansas","Total - All Places of Death",130,"2021-07-01"
"Kansas","Total - All Places of Death",406,"2021-08-01"
"Kansas","Total - All Places of Death",480,"2021-09-01"
"Kansas","Total - All Places of Death",324,"2021-10-01"
"Kansas","Total - All Places of Death",347,"2021-11-01"
"Kansas","Total - All Places of Death",571,"2021-12-01"
"Kansas","Total - All Places of Death",924,"2022-01-01"
"Kansas","Total - All Places of Death",522,"2022-02-01"
"Kansas","Total - All Places of Death",159,"2022-03-01"
"Kansas","Total - All Places of Death",48,"2022-04-01"
"Kansas","Total - All Places of Death",54,"2022-05-01"
"Kansas","Total - All Places of Death",62,"2022-06-01"
"Kansas","Total - All Places of Death",91,"2022-07-01"
"Kansas","Total - All Places of Death",127,"2022-08-01"
"Kansas","Total - All Places of Death",91,"2022-09-01"
"Kansas","Total - All Places of Death",86,"2022-10-01"
"Kansas","Total - All Places of Death",92,"2022-11-01"
"Kansas","Total - All Places of Death",150,"2022-12-01"
"Kansas","Total - All Places of Death",130,"2023-01-01"
"Kansas","Total - All Places of Death",69,"2023-02-01"
"Kansas","Total - All Places of Death",82,"2023-03-01"
"Kansas","Total - All Places of Death",48,"2023-04-01"
"Kansas","Total - All Places of Death",28,"2023-05-01"
"Kansas","Total - All Places of Death",NA,"2023-06-01"
"Kentucky","Total - All Places of Death",0,"2020-01-01"
"Kentucky","Total - All Places of Death",0,"2020-02-01"
"Kentucky","Total - All Places of Death",28,"2020-03-01"
"Kentucky","Total - All Places of Death",246,"2020-04-01"
"Kentucky","Total - All Places of Death",225,"2020-05-01"
"Kentucky","Total - All Places of Death",155,"2020-06-01"
"Kentucky","Total - All Places of Death",182,"2020-07-01"
"Kentucky","Total - All Places of Death",304,"2020-08-01"
"Kentucky","Total - All Places of Death",296,"2020-09-01"
"Kentucky","Total - All Places of Death",503,"2020-10-01"
"Kentucky","Total - All Places of Death",NA,"2020-11-01"
"Kentucky","Total - All Places of Death",NA,"2020-12-01"
"Kentucky","Total - All Places of Death",NA,"2021-01-01"
"Kentucky","Total - All Places of Death",749,"2021-02-01"
"Kentucky","Total - All Places of Death",390,"2021-03-01"
"Kentucky","Total - All Places of Death",232,"2021-04-01"
"Kentucky","Total - All Places of Death",230,"2021-05-01"
"Kentucky","Total - All Places of Death",156,"2021-06-01"
"Kentucky","Total - All Places of Death",206,"2021-07-01"
"Kentucky","Total - All Places of Death",896,"2021-08-01"
"Kentucky","Total - All Places of Death",NA,"2021-09-01"
"Kentucky","Total - All Places of Death",NA,"2021-10-01"
"Kentucky","Total - All Places of Death",555,"2021-11-01"
"Kentucky","Total - All Places of Death",922,"2021-12-01"
"Kentucky","Total - All Places of Death",NA,"2022-01-01"
"Kentucky","Total - All Places of Death",NA,"2022-02-01"
"Kentucky","Total - All Places of Death",531,"2022-03-01"
"Kentucky","Total - All Places of Death",194,"2022-04-01"
"Kentucky","Total - All Places of Death",169,"2022-05-01"
"Kentucky","Total - All Places of Death",231,"2022-06-01"
"Kentucky","Total - All Places of Death",306,"2022-07-01"
"Kentucky","Total - All Places of Death",363,"2022-08-01"
"Kentucky","Total - All Places of Death",342,"2022-09-01"
"Kentucky","Total - All Places of Death",254,"2022-10-01"
"Kentucky","Total - All Places of Death",272,"2022-11-01"
"Kentucky","Total - All Places of Death",323,"2022-12-01"
"Kentucky","Total - All Places of Death",332,"2023-01-01"
"Kentucky","Total - All Places of Death",226,"2023-02-01"
"Kentucky","Total - All Places of Death",184,"2023-03-01"
"Kentucky","Total - All Places of Death",131,"2023-04-01"
"Kentucky","Total - All Places of Death",95,"2023-05-01"
"Kentucky","Total - All Places of Death",29,"2023-06-01"
"Louisiana","Total - All Places of Death",0,"2020-01-01"
"Louisiana","Total - All Places of Death",NA,"2020-02-01"
"Louisiana","Total - All Places of Death",398,"2020-03-01"
"Louisiana","Total - All Places of Death",NA,"2020-04-01"
"Louisiana","Total - All Places of Death",742,"2020-05-01"
"Louisiana","Total - All Places of Death",361,"2020-06-01"
"Louisiana","Total - All Places of Death",765,"2020-07-01"
"Louisiana","Total - All Places of Death",889,"2020-08-01"
"Louisiana","Total - All Places of Death",419,"2020-09-01"
"Louisiana","Total - All Places of Death",340,"2020-10-01"
"Louisiana","Total - All Places of Death",489,"2020-11-01"
"Louisiana","Total - All Places of Death",NA,"2020-12-01"
"Louisiana","Total - All Places of Death",NA,"2021-01-01"
"Louisiana","Total - All Places of Death",621,"2021-02-01"
"Louisiana","Total - All Places of Death",334,"2021-03-01"
"Louisiana","Total - All Places of Death",181,"2021-04-01"
"Louisiana","Total - All Places of Death",176,"2021-05-01"
"Louisiana","Total - All Places of Death",126,"2021-06-01"
"Louisiana","Total - All Places of Death",348,"2021-07-01"
"Louisiana","Total - All Places of Death",NA,"2021-08-01"
"Louisiana","Total - All Places of Death",NA,"2021-09-01"
"Louisiana","Total - All Places of Death",430,"2021-10-01"
"Louisiana","Total - All Places of Death",187,"2021-11-01"
"Louisiana","Total - All Places of Death",173,"2021-12-01"
"Louisiana","Total - All Places of Death",945,"2022-01-01"
"Louisiana","Total - All Places of Death",787,"2022-02-01"
"Louisiana","Total - All Places of Death",242,"2022-03-01"
"Louisiana","Total - All Places of Death",89,"2022-04-01"
"Louisiana","Total - All Places of Death",57,"2022-05-01"
"Louisiana","Total - All Places of Death",70,"2022-06-01"
"Louisiana","Total - All Places of Death",237,"2022-07-01"
"Louisiana","Total - All Places of Death",217,"2022-08-01"
"Louisiana","Total - All Places of Death",164,"2022-09-01"
"Louisiana","Total - All Places of Death",102,"2022-10-01"
"Louisiana","Total - All Places of Death",70,"2022-11-01"
"Louisiana","Total - All Places of Death",133,"2022-12-01"
"Louisiana","Total - All Places of Death",178,"2023-01-01"
"Louisiana","Total - All Places of Death",111,"2023-02-01"
"Louisiana","Total - All Places of Death",94,"2023-03-01"
"Louisiana","Total - All Places of Death",62,"2023-04-01"
"Louisiana","Total - All Places of Death",24,"2023-05-01"
"Louisiana","Total - All Places of Death",NA,"2023-06-01"
"Maine","Total - All Places of Death",0,"2020-01-01"
"Maine","Total - All Places of Death",0,"2020-02-01"
"Maine","Total - All Places of Death",NA,"2020-03-01"
"Maine","Total - All Places of Death",51,"2020-04-01"
"Maine","Total - All Places of Death",43,"2020-05-01"
"Maine","Total - All Places of Death",14,"2020-06-01"
"Maine","Total - All Places of Death",24,"2020-07-01"
"Maine","Total - All Places of Death",10,"2020-08-01"
"Maine","Total - All Places of Death",13,"2020-09-01"
"Maine","Total - All Places of Death",10,"2020-10-01"
"Maine","Total - All Places of Death",89,"2020-11-01"
"Maine","Total - All Places of Death",204,"2020-12-01"
"Maine","Total - All Places of Death",246,"2021-01-01"
"Maine","Total - All Places of Death",93,"2021-02-01"
"Maine","Total - All Places of Death",38,"2021-03-01"
"Maine","Total - All Places of Death",56,"2021-04-01"
"Maine","Total - All Places of Death",59,"2021-05-01"
"Maine","Total - All Places of Death",31,"2021-06-01"
"Maine","Total - All Places of Death",14,"2021-07-01"
"Maine","Total - All Places of Death",46,"2021-08-01"
"Maine","Total - All Places of Death",132,"2021-09-01"
"Maine","Total - All Places of Death",156,"2021-10-01"
"Maine","Total - All Places of Death",224,"2021-11-01"
"Maine","Total - All Places of Death",338,"2021-12-01"
"Maine","Total - All Places of Death",281,"2022-01-01"
"Maine","Total - All Places of Death",187,"2022-02-01"
"Maine","Total - All Places of Death",75,"2022-03-01"
"Maine","Total - All Places of Death",45,"2022-04-01"
"Maine","Total - All Places of Death",67,"2022-05-01"
"Maine","Total - All Places of Death",50,"2022-06-01"
"Maine","Total - All Places of Death",32,"2022-07-01"
"Maine","Total - All Places of Death",53,"2022-08-01"
"Maine","Total - All Places of Death",57,"2022-09-01"
"Maine","Total - All Places of Death",82,"2022-10-01"
"Maine","Total - All Places of Death",62,"2022-11-01"
"Maine","Total - All Places of Death",57,"2022-12-01"
"Maine","Total - All Places of Death",64,"2023-01-01"
"Maine","Total - All Places of Death",49,"2023-02-01"
"Maine","Total - All Places of Death",63,"2023-03-01"
"Maine","Total - All Places of Death",31,"2023-04-01"
"Maine","Total - All Places of Death",19,"2023-05-01"
"Maine","Total - All Places of Death",NA,"2023-06-01"
"Maryland","Total - All Places of Death",0,"2020-01-01"
"Maryland","Total - All Places of Death",0,"2020-02-01"
"Maryland","Total - All Places of Death",48,"2020-03-01"
"Maryland","Total - All Places of Death",NA,"2020-04-01"
"Maryland","Total - All Places of Death",NA,"2020-05-01"
"Maryland","Total - All Places of Death",675,"2020-06-01"
"Maryland","Total - All Places of Death",319,"2020-07-01"
"Maryland","Total - All Places of Death",275,"2020-08-01"
"Maryland","Total - All Places of Death",198,"2020-09-01"
"Maryland","Total - All Places of Death",245,"2020-10-01"
"Maryland","Total - All Places of Death",637,"2020-11-01"
"Maryland","Total - All Places of Death",NA,"2020-12-01"
"Maryland","Total - All Places of Death",NA,"2021-01-01"
"Maryland","Total - All Places of Death",841,"2021-02-01"
"Maryland","Total - All Places of Death",487,"2021-03-01"
"Maryland","Total - All Places of Death",541,"2021-04-01"
"Maryland","Total - All Places of Death",333,"2021-05-01"
"Maryland","Total - All Places of Death",117,"2021-06-01"
"Maryland","Total - All Places of Death",73,"2021-07-01"
"Maryland","Total - All Places of Death",226,"2021-08-01"
"Maryland","Total - All Places of Death",473,"2021-09-01"
"Maryland","Total - All Places of Death",500,"2021-10-01"
"Maryland","Total - All Places of Death",333,"2021-11-01"
"Maryland","Total - All Places of Death",758,"2021-12-01"
"Maryland","Total - All Places of Death",NA,"2022-01-01"
"Maryland","Total - All Places of Death",581,"2022-02-01"
"Maryland","Total - All Places of Death",203,"2022-03-01"
"Maryland","Total - All Places of Death",108,"2022-04-01"
"Maryland","Total - All Places of Death",153,"2022-05-01"
"Maryland","Total - All Places of Death",190,"2022-06-01"
"Maryland","Total - All Places of Death",190,"2022-07-01"
"Maryland","Total - All Places of Death",220,"2022-08-01"
"Maryland","Total - All Places of Death",210,"2022-09-01"
"Maryland","Total - All Places of Death",179,"2022-10-01"
"Maryland","Total - All Places of Death",185,"2022-11-01"
"Maryland","Total - All Places of Death",270,"2022-12-01"
"Maryland","Total - All Places of Death",306,"2023-01-01"
"Maryland","Total - All Places of Death",202,"2023-02-01"
"Maryland","Total - All Places of Death",155,"2023-03-01"
"Maryland","Total - All Places of Death",77,"2023-04-01"
"Maryland","Total - All Places of Death",42,"2023-05-01"
"Maryland","Total - All Places of Death",32,"2023-06-01"
"Massachusetts","Total - All Places of Death",0,"2020-01-01"
"Massachusetts","Total - All Places of Death",NA,"2020-02-01"
"Massachusetts","Total - All Places of Death",130,"2020-03-01"
"Massachusetts","Total - All Places of Death",NA,"2020-04-01"
"Massachusetts","Total - All Places of Death",NA,"2020-05-01"
"Massachusetts","Total - All Places of Death",638,"2020-06-01"
"Massachusetts","Total - All Places of Death",198,"2020-07-01"
"Massachusetts","Total - All Places of Death",121,"2020-08-01"
"Massachusetts","Total - All Places of Death",102,"2020-09-01"
"Massachusetts","Total - All Places of Death",199,"2020-10-01"
"Massachusetts","Total - All Places of Death",486,"2020-11-01"
"Massachusetts","Total - All Places of Death",NA,"2020-12-01"
"Massachusetts","Total - All Places of Death",NA,"2021-01-01"
"Massachusetts","Total - All Places of Death",809,"2021-02-01"
"Massachusetts","Total - All Places of Death",412,"2021-03-01"
"Massachusetts","Total - All Places of Death",269,"2021-04-01"
"Massachusetts","Total - All Places of Death",196,"2021-05-01"
"Massachusetts","Total - All Places of Death",84,"2021-06-01"
"Massachusetts","Total - All Places of Death",69,"2021-07-01"
"Massachusetts","Total - All Places of Death",164,"2021-08-01"
"Massachusetts","Total - All Places of Death",352,"2021-09-01"
"Massachusetts","Total - All Places of Death",335,"2021-10-01"
"Massachusetts","Total - All Places of Death",368,"2021-11-01"
"Massachusetts","Total - All Places of Death",809,"2021-12-01"
"Massachusetts","Total - All Places of Death",NA,"2022-01-01"
"Massachusetts","Total - All Places of Death",631,"2022-02-01"
"Massachusetts","Total - All Places of Death",171,"2022-03-01"
"Massachusetts","Total - All Places of Death",124,"2022-04-01"
"Massachusetts","Total - All Places of Death",249,"2022-05-01"
"Massachusetts","Total - All Places of Death",192,"2022-06-01"
"Massachusetts","Total - All Places of Death",170,"2022-07-01"
"Massachusetts","Total - All Places of Death",217,"2022-08-01"
"Massachusetts","Total - All Places of Death",182,"2022-09-01"
"Massachusetts","Total - All Places of Death",273,"2022-10-01"
"Massachusetts","Total - All Places of Death",218,"2022-11-01"
"Massachusetts","Total - All Places of Death",309,"2022-12-01"
"Massachusetts","Total - All Places of Death",414,"2023-01-01"
"Massachusetts","Total - All Places of Death",229,"2023-02-01"
"Massachusetts","Total - All Places of Death",133,"2023-03-01"
"Massachusetts","Total - All Places of Death",75,"2023-04-01"
"Massachusetts","Total - All Places of Death",54,"2023-05-01"
"Massachusetts","Total - All Places of Death",26,"2023-06-01"
"Michigan","Total - All Places of Death",0,"2020-01-01"
"Michigan","Total - All Places of Death",NA,"2020-02-01"
"Michigan","Total - All Places of Death",504,"2020-03-01"
"Michigan","Total - All Places of Death",NA,"2020-04-01"
"Michigan","Total - All Places of Death",NA,"2020-05-01"
"Michigan","Total - All Places of Death",302,"2020-06-01"
"Michigan","Total - All Places of Death",191,"2020-07-01"
"Michigan","Total - All Places of Death",246,"2020-08-01"
"Michigan","Total - All Places of Death",228,"2020-09-01"
"Michigan","Total - All Places of Death",588,"2020-10-01"
"Michigan","Total - All Places of Death",NA,"2020-11-01"
"Michigan","Total - All Places of Death",NA,"2020-12-01"
"Michigan","Total - All Places of Death",NA,"2021-01-01"
"Michigan","Total - All Places of Death",681,"2021-02-01"
"Michigan","Total - All Places of Death",582,"2021-03-01"
"Michigan","Total - All Places of Death",NA,"2021-04-01"
"Michigan","Total - All Places of Death",NA,"2021-05-01"
"Michigan","Total - All Places of Death",362,"2021-06-01"
"Michigan","Total - All Places of Death",133,"2021-07-01"
"Michigan","Total - All Places of Death",420,"2021-08-01"
"Michigan","Total - All Places of Death",852,"2021-09-01"
"Michigan","Total - All Places of Death",NA,"2021-10-01"
"Michigan","Total - All Places of Death",NA,"2021-11-01"
"Michigan","Total - All Places of Death",NA,"2021-12-01"
"Michigan","Total - All Places of Death",NA,"2022-01-01"
"Michigan","Total - All Places of Death",NA,"2022-02-01"
"Michigan","Total - All Places of Death",464,"2022-03-01"
"Michigan","Total - All Places of Death",240,"2022-04-01"
"Michigan","Total - All Places of Death",351,"2022-05-01"
"Michigan","Total - All Places of Death",339,"2022-06-01"
"Michigan","Total - All Places of Death",329,"2022-07-01"
"Michigan","Total - All Places of Death",395,"2022-08-01"
"Michigan","Total - All Places of Death",429,"2022-09-01"
"Michigan","Total - All Places of Death",490,"2022-10-01"
"Michigan","Total - All Places of Death",469,"2022-11-01"
"Michigan","Total - All Places of Death",483,"2022-12-01"
"Michigan","Total - All Places of Death",432,"2023-01-01"
"Michigan","Total - All Places of Death",300,"2023-02-01"
"Michigan","Total - All Places of Death",296,"2023-03-01"
"Michigan","Total - All Places of Death",218,"2023-04-01"
"Michigan","Total - All Places of Death",148,"2023-05-01"
"Michigan","Total - All Places of Death",45,"2023-06-01"
"Minnesota","Total - All Places of Death",0,"2020-01-01"
"Minnesota","Total - All Places of Death",0,"2020-02-01"
"Minnesota","Total - All Places of Death",21,"2020-03-01"
"Minnesota","Total - All Places of Death",396,"2020-04-01"
"Minnesota","Total - All Places of Death",705,"2020-05-01"
"Minnesota","Total - All Places of Death",370,"2020-06-01"
"Minnesota","Total - All Places of Death",154,"2020-07-01"
"Minnesota","Total - All Places of Death",214,"2020-08-01"
"Minnesota","Total - All Places of Death",241,"2020-09-01"
"Minnesota","Total - All Places of Death",495,"2020-10-01"
"Minnesota","Total - All Places of Death",NA,"2020-11-01"
"Minnesota","Total - All Places of Death",NA,"2020-12-01"
"Minnesota","Total - All Places of Death",807,"2021-01-01"
"Minnesota","Total - All Places of Death",300,"2021-02-01"
"Minnesota","Total - All Places of Death",206,"2021-03-01"
"Minnesota","Total - All Places of Death",284,"2021-04-01"
"Minnesota","Total - All Places of Death",235,"2021-05-01"
"Minnesota","Total - All Places of Death",112,"2021-06-01"
"Minnesota","Total - All Places of Death",64,"2021-07-01"
"Minnesota","Total - All Places of Death",166,"2021-08-01"
"Minnesota","Total - All Places of Death",388,"2021-09-01"
"Minnesota","Total - All Places of Death",599,"2021-10-01"
"Minnesota","Total - All Places of Death",879,"2021-11-01"
"Minnesota","Total - All Places of Death",NA,"2021-12-01"
"Minnesota","Total - All Places of Death",953,"2022-01-01"
"Minnesota","Total - All Places of Death",535,"2022-02-01"
"Minnesota","Total - All Places of Death",189,"2022-03-01"
"Minnesota","Total - All Places of Death",95,"2022-04-01"
"Minnesota","Total - All Places of Death",166,"2022-05-01"
"Minnesota","Total - All Places of Death",183,"2022-06-01"
"Minnesota","Total - All Places of Death",182,"2022-07-01"
"Minnesota","Total - All Places of Death",177,"2022-08-01"
"Minnesota","Total - All Places of Death",176,"2022-09-01"
"Minnesota","Total - All Places of Death",214,"2022-10-01"
"Minnesota","Total - All Places of Death",250,"2022-11-01"
"Minnesota","Total - All Places of Death",241,"2022-12-01"
"Minnesota","Total - All Places of Death",232,"2023-01-01"
"Minnesota","Total - All Places of Death",164,"2023-02-01"
"Minnesota","Total - All Places of Death",175,"2023-03-01"
"Minnesota","Total - All Places of Death",123,"2023-04-01"
"Minnesota","Total - All Places of Death",73,"2023-05-01"
"Minnesota","Total - All Places of Death",28,"2023-06-01"
"Mississippi","Total - All Places of Death",0,"2020-01-01"
"Mississippi","Total - All Places of Death",NA,"2020-02-01"
"Mississippi","Total - All Places of Death",33,"2020-03-01"
"Mississippi","Total - All Places of Death",306,"2020-04-01"
"Mississippi","Total - All Places of Death",458,"2020-05-01"
"Mississippi","Total - All Places of Death",324,"2020-06-01"
"Mississippi","Total - All Places of Death",676,"2020-07-01"
"Mississippi","Total - All Places of Death",814,"2020-08-01"
"Mississippi","Total - All Places of Death",457,"2020-09-01"
"Mississippi","Total - All Places of Death",378,"2020-10-01"
